DepositID,AccountNumber,DepositAmount,DepositType,BranchID,DepositTerm,InterestRate,MaturityDate
2758,30270011,492115,Savings Account,10,36,5.1,
2759,62314659,311830,Recurring Deposit,9,24,6.35,
2760,44327434,566091,Fixed Deposit,10,24,5.07,
2761,87086107,521783,Recurring Deposit,7,6,6.69,2024-02-10
2762,64609682,874318,Recurring Deposit,2,6,5.68,2020-06-08
2763,37472503,253460,Recurring Deposit,2,12,6.22,2020-11-14
2764,34606437,980983,Fixed Deposit,7,12,5.43,2021-04-18
2765,33817750,645445,Recurring Deposit,7,36,3.92,
2766,60089292,992969,Current Account,5,24,6.5,
2767,20486245,75069,Savings Account,2,24,7.39,
2768,76573189,656402,Current Account,7,36,4.3,
2769,50070341,543515,Recurring Deposit,2,36,4.08,2021-12-05
2770,29347898,794901,Recurring Deposit,8,36,7.13,
2771,34900364,853990,Fixed Deposit,10,6,6.3,2022-09-29
2772,48871146,532388,Fixed Deposit,10,6,4.58,
2773,11877542,936928,Savings Account,4,24,4.34,
2774,45569674,417822,Fixed Deposit,4,12,6.93,
2775,96662531,251820,Current Account,8,24,3.97,2020-06-01
2776,38720570,930012,Savings Account,2,24,6.36,
2777,33137974,122235,Recurring Deposit,1,,4.46,2021-09-08
2778,66266221,728160,Fixed Deposit,10,12,4,2023-05-29
2779,23378659,944505,Savings Account,7,12,3.84,2024-07-22
2780,24479716,86510,Recurring Deposit,5,6,7.11,2023-10-11
2781,81614472,508924,Fixed Deposit,9,6,5.2,
2782,93464229,265909,Current Account,4,6,7.3,2020-12-19
2783,16928010,473964,Fixed Deposit,10,24,3.46,2022-10-04
2784,14757486,948494,Savings Account,2,12,4.36,
2785,35826028,400576,Current Account,10,36,6.69,
2786,51000665,952154,Current Account,3,24,4.28,
2787,61347932,95256,Recurring Deposit,4,,4.03,
2788,80577112,940281,Current Account,7,12,4.56,
2789,67931211,386221,Fixed Deposit,10,24,3.62,
2790,23316648,741808,Current Account,7,,3.83,2023-05-07
2791,61201714,895894,Savings Account,5,,7.2,
2792,38871875,621361,Current Account,7,24,2.54,
2793,16745852,981491,Recurring Deposit,6,,2.61,
2794,73738810,425346,Recurring Deposit,10,12,4.37,
2795,11610506,47074,Current Account,9,12,5.84,2024-07-16
2796,30039953,111148,Savings Account,4,6,3.7,2020-08-19
2797,83303729,441772,Current Account,3,24,7.21,
2798,63600694,331707,Current Account,2,24,5.22,2020-04-26
2799,70216892,527826,Recurring Deposit,9,24,5.11,
2800,97617026,725204,Fixed Deposit,7,36,4.86,2023-09-22
2801,32794897,519378,Savings Account,9,6,3.3,
2802,17528345,161474,Savings Account,6,36,4.97,2023-10-31
2803,30326795,631188,Recurring Deposit,4,12,5.09,2023-10-18
2804,14717473,927622,Savings Account,5,36,7.25,
2805,14267792,146474,Recurring Deposit,3,24,5.22,
2806,89800065,183808,Fixed Deposit,8,24,2.59,2024-07-28
2807,54992623,592950,Fixed Deposit,8,6,3.72,
2808,41735204,607556,Current Account,5,24,3.77,
2809,62468894,346647,Savings Account,1,12,5.99,2020-06-15
2810,65580175,757261,Savings Account,3,36,6.31,2021-03-17
2811,28192133,212666,Current Account,2,,4.08,2021-12-22
2812,19405769,974934,Recurring Deposit,9,24,2.54,
2813,86670701,539427,Savings Account,2,6,3.01,2022-07-28
2814,58370857,999885,Current Account,7,12,7.21,2022-04-09
2815,36386383,810748,Recurring Deposit,7,6,5.16,2023-01-14
2816,64931310,580230,Current Account,6,6,3.03,
2817,82974361,156064,Recurring Deposit,9,,7.31,2023-08-17
2818,88301601,706824,Fixed Deposit,1,,2.72,
2819,14184542,906913,Savings Account,3,24,6.89,2024-05-10
2820,11339009,424918,Current Account,6,24,5.53,2022-06-25
2821,55494998,746532,Current Account,5,,3.06,
2822,72390619,217588,Recurring Deposit,9,,5.93,2022-03-29
2823,73860268,177734,Current Account,3,36,2.81,2023-07-04
2824,91190343,820980,Current Account,6,24,2.52,
2825,52008603,295574,Savings Account,4,24,5.85,2024-01-09
2826,14029896,197202,Savings Account,3,12,4.21,2022-06-30
2827,18044003,42437,Savings Account,6,24,5.22,2020-03-17
2828,22855332,120397,Savings Account,8,36,5.83,
2829,76428759,448145,Current Account,1,,6.93,
2830,42667925,690388,Savings Account,1,6,5.62,
2831,28328973,28075,Savings Account,5,,3.21,
2832,54766759,759679,Current Account,3,24,3.1,2021-12-21
2833,85576096,206290,Recurring Deposit,2,24,5.17,
2834,11654134,231260,Current Account,8,24,6.73,2023-08-08
2835,13489239,119713,Current Account,3,6,6.01,
2836,71927371,465356,Savings Account,6,12,6.95,2023-08-20
2837,39016246,518679,Recurring Deposit,1,24,4.03,
2838,92588991,621814,Current Account,6,36,4.7,
2839,71938680,247102,Recurring Deposit,6,24,5.3,
2840,22009163,130964,Savings Account,4,,2.7,
2841,35435139,3249,Savings Account,5,,5.76,
2842,14644911,819121,Recurring Deposit,1,6,5.96,
2843,97825168,321755,Savings Account,5,,4.07,
2844,70595412,127387,Fixed Deposit,4,,2.57,
2845,33040510,298657,Current Account,2,6,3.94,
2846,31508083,42131,Current Account,7,24,6.5,
2847,22552604,649923,Current Account,7,24,6.39,2022-07-15
2848,24650815,197163,Fixed Deposit,2,12,6.03,2020-03-08
2849,37406435,784673,Recurring Deposit,6,,4.77,2020-07-25
2850,82549495,535839,Fixed Deposit,1,36,6.2,2023-09-04
2851,61093299,574145,Savings Account,2,6,3.61,
2852,86017113,122161,Savings Account,10,36,5.25,
2853,15537346,526625,Current Account,6,36,3.48,
2854,78359248,872169,Recurring Deposit,3,,3.43,2021-11-08
2855,73433176,45576,Savings Account,10,6,4.65,
2856,20142901,229706,Savings Account,2,12,3.42,2021-02-22
2857,97924151,839231,Recurring Deposit,4,36,2.56,2022-09-19
2858,62324453,206194,Fixed Deposit,3,24,4.67,
2859,76520220,654484,Recurring Deposit,5,12,5.45,
2860,29130730,579923,Recurring Deposit,4,,3.61,
2861,34915893,401090,Recurring Deposit,10,12,4.04,
2862,26099456,135145,Recurring Deposit,6,12,3.66,
2863,13348963,532732,Savings Account,10,24,3.68,2024-01-30
2864,44075978,469402,Recurring Deposit,2,36,3.73,
2865,52441437,456208,Savings Account,4,12,5.4,
2866,47490735,222647,Fixed Deposit,4,12,5.14,2021-11-10
2867,64695425,699033,Current Account,2,36,2.99,2024-03-29
2868,25015562,429414,Fixed Deposit,3,6,5.83,2024-04-21
2869,76569035,296298,Recurring Deposit,1,,4.55,2021-10-09
2870,24892710,715582,Recurring Deposit,4,24,7.45,
2871,86434234,890688,Current Account,5,24,7.17,2021-01-04
2872,32439039,480238,Savings Account,3,12,4.28,
2873,83438256,492986,Recurring Deposit,5,36,5.03,
2874,19180850,877637,Recurring Deposit,9,12,7.34,
2875,73613967,367445,Current Account,9,6,6.79,
2876,10844050,671615,Current Account,5,12,5.43,
2877,71040634,592329,Fixed Deposit,6,36,7.48,
2878,44471853,825928,Fixed Deposit,6,,3.12,
2879,51123406,207886,Fixed Deposit,9,6,5.19,2023-01-08
2880,42867023,57294,Savings Account,9,12,7.27,2024-03-27
2881,64634979,625412,Savings Account,1,6,4.4,2023-02-11
2882,17220051,922139,Current Account,2,,3.16,
2883,29421271,151283,Savings Account,2,12,2.72,2023-11-08
2884,40277222,657176,Savings Account,10,24,6.16,2021-05-12
2885,50471259,431919,Fixed Deposit,6,12,5.37,2021-04-02
2886,49344015,266369,Recurring Deposit,10,24,5.66,2023-09-26
2887,27682464,294111,Savings Account,6,12,3.55,
2888,34651384,530009,Savings Account,9,,5.71,2021-12-26
2889,58391653,394174,Current Account,3,36,5.94,2020-11-20
2890,29357510,914895,Current Account,8,12,4.77,
2891,22461172,85791,Current Account,3,12,2.68,2024-04-30
2892,96965812,102642,Savings Account,9,36,2.76,
2893,63326235,505799,Current Account,5,6,6.8,2023-05-07
2894,12066517,446888,Savings Account,10,12,2.81,
2895,29336846,221575,Current Account,7,12,3.72,
2896,55945576,783327,Recurring Deposit,6,6,4.86,
2897,34304645,383043,Fixed Deposit,1,24,3.08,2024-10-04
2898,38813033,125724,Recurring Deposit,9,6,3.17,2021-10-09
2899,88881524,783694,Savings Account,5,12,3.06,2020-04-27
2900,46222425,476389,Savings Account,6,12,5.91,2021-02-28
2901,21043725,665180,Recurring Deposit,3,6,5.92,2024-10-21
2902,29047652,939066,Recurring Deposit,6,6,4.71,
2903,99163380,666657,Savings Account,4,24,4.22,2020-10-02
2904,12284070,719259,Recurring Deposit,10,36,4,
2905,88294709,795339,Savings Account,9,,5.45,
2906,46453156,739558,Fixed Deposit,6,24,5.46,2022-10-26
2907,50948608,184233,Recurring Deposit,9,24,6.34,2024-10-03
2908,69871522,79822,Fixed Deposit,2,,4.59,2023-02-18
2909,73680989,226728,Fixed Deposit,8,24,6.64,2022-08-03
2910,34198721,545252,Savings Account,8,36,3.81,2021-05-23
2911,60442729,639458,Current Account,9,36,7.29,2021-12-05
2912,92815569,974503,Current Account,1,,7.2,2021-12-05
2913,13033850,327155,Savings Account,5,12,3.86,2021-06-27
2914,37950053,142869,Recurring Deposit,3,,7.36,
2915,34512392,689164,Recurring Deposit,3,,6.3,2022-07-21
2916,66460869,186247,Savings Account,1,6,5.97,
2917,96107758,729832,Savings Account,2,24,5.03,
2918,93954520,846973,Recurring Deposit,1,6,3.54,2020-10-08
2919,57395265,601452,Savings Account,4,36,4.85,
2920,52386800,34199,Current Account,8,,5.13,2023-03-13
2921,22666580,810519,Current Account,3,6,6.66,
2922,40151918,751576,Recurring Deposit,6,,3.73,2023-03-04
2923,27522122,401477,Fixed Deposit,4,,5.49,2020-08-02
2924,73125920,755064,Savings Account,6,,3.62,2024-09-04
2925,64891734,755036,Recurring Deposit,9,,2.69,
2926,20590155,96629,Current Account,1,12,4.66,
2927,97448980,582752,Current Account,6,36,3.74,2022-12-13
2928,72494282,43605,Fixed Deposit,3,36,2.84,2022-03-01
2929,90890057,644345,Savings Account,6,36,3.08,2024-07-28
2930,50279806,915247,Savings Account,2,36,7.39,2022-02-07
2931,84784959,604685,Fixed Deposit,3,,6.47,2023-09-06
2932,13235511,125257,Recurring Deposit,1,36,5.97,
2933,27976656,651205,Current Account,1,12,3.93,
2934,46285546,920222,Fixed Deposit,9,24,6.8,2023-04-23
2935,56297922,609509,Fixed Deposit,8,12,3.22,
2936,58196283,378537,Recurring Deposit,2,6,5.45,2020-03-15
2937,88429608,532078,Recurring Deposit,5,12,7.06,
2938,82484270,500455,Recurring Deposit,4,,4.48,2023-12-20
2939,57077616,66055,Savings Account,2,,2.57,2021-10-06
2940,25025239,464814,Recurring Deposit,8,,4.13,
2941,61306730,354094,Recurring Deposit,3,36,7.16,2022-07-20
2942,14973489,720875,Recurring Deposit,4,36,6.31,
2943,27637986,858628,Fixed Deposit,8,12,3.28,2022-06-25
2944,24196034,280047,Savings Account,5,,5.89,
2945,24267429,457519,Fixed Deposit,8,,4.47,
2946,87171497,92860,Recurring Deposit,10,36,2.76,2023-04-08
2947,99578903,292437,Fixed Deposit,2,24,3.74,2024-01-03
2948,24823020,914792,Savings Account,4,24,5.88,
2949,52905265,133665,Recurring Deposit,7,,2.52,
2950,82078150,188227,Recurring Deposit,9,,6.32,
2951,88039848,761003,Fixed Deposit,9,24,5.87,
2952,22202914,214855,Recurring Deposit,5,6,6.06,
2953,32914929,38388,Fixed Deposit,8,12,3.58,
2954,67695778,872896,Fixed Deposit,6,,3.38,2022-03-02
2955,82543688,718234,Recurring Deposit,4,6,6.23,
2956,64304950,174800,Fixed Deposit,10,24,7.41,2023-04-22
2957,48323962,456435,Recurring Deposit,1,,6.58,
2958,91423225,583685,Recurring Deposit,2,12,6.07,
2959,81921995,423318,Savings Account,4,,4.79,
2960,65515657,425670,Fixed Deposit,7,24,4.39,2021-07-02
2961,44265686,322245,Savings Account,6,6,4.19,
2962,74286197,329313,Fixed Deposit,7,,3.29,2021-01-15
2963,84625405,457657,Recurring Deposit,3,24,3.66,
2964,67439802,302828,Current Account,6,36,5.94,
2965,78946993,872479,Recurring Deposit,6,36,4.93,2022-12-09
2966,66546065,400155,Current Account,1,24,5.65,
2967,27032459,692955,Fixed Deposit,2,24,6.71,
2968,38708354,293979,Recurring Deposit,7,36,6.32,2023-01-13
2969,72224542,397445,Fixed Deposit,5,,3.65,2024-08-19
2970,60918068,292806,Fixed Deposit,7,6,5.85,2022-05-30
2971,17890314,607238,Current Account,5,36,5.23,2020-09-12
2972,11298102,223534,Recurring Deposit,10,36,4.63,2024-02-22
2973,77135692,131435,Savings Account,8,36,3.25,2022-04-11
2974,80533952,671818,Recurring Deposit,1,,5.75,2020-12-22
2975,46136013,159448,Recurring Deposit,1,6,5.75,2023-08-12
2976,51870770,1458,Current Account,5,6,3.54,2020-07-16
2977,71228317,514599,Fixed Deposit,7,6,2.67,
2978,44737951,857399,Current Account,4,,3.71,2023-10-05
2979,13172317,886213,Savings Account,5,,6.34,
2980,78608323,8149,Current Account,10,12,6.76,
2981,40966885,800592,Savings Account,9,,7.4,2020-01-10
2982,68830582,187127,Recurring Deposit,4,,7.07,
2983,98227915,657474,Recurring Deposit,8,6,5.66,
2984,84825073,245128,Current Account,6,,3.23,
2985,21887765,267610,Current Account,7,6,4.05,
2986,85773305,613838,Current Account,5,6,5.67,
2987,24701600,194809,Current Account,5,24,4.43,
2988,86757382,745413,Recurring Deposit,9,6,5.31,2022-11-11
2989,14365968,403533,Fixed Deposit,1,6,3.23,2020-02-10
2990,75860061,913176,Current Account,7,12,4.86,
2991,49134657,267551,Savings Account,6,,3.34,
2992,93176232,758139,Fixed Deposit,10,24,2.83,2021-05-16
2993,86135513,287424,Recurring Deposit,9,36,5.31,2021-05-29
2994,27532794,610464,Current Account,1,24,6.22,2020-08-26
2995,21509711,262906,Savings Account,6,12,3.42,
2996,68677738,224478,Fixed Deposit,7,6,5.6,2024-05-14
2997,50369409,913116,Recurring Deposit,2,6,4.59,2020-10-19
2998,15853516,482765,Recurring Deposit,9,12,6.47,2023-06-10
2999,16758118,584962,Current Account,8,12,5.2,2024-10-19
3000,64178854,694172,Savings Account,1,6,6.87,
3001,86675984,639948,Current Account,1,6,4.13,
3002,81012790,260422,Recurring Deposit,2,24,2.52,
3003,37058295,402625,Savings Account,8,24,3.63,2024-09-10
3004,62752683,903183,Fixed Deposit,2,6,5.3,2020-08-11
3005,91594909,388439,Current Account,7,,3.79,
3006,93930001,399474,Recurring Deposit,10,12,6.01,
3007,27160749,50165,Savings Account,2,24,3.07,2022-06-09
3008,36491961,949997,Recurring Deposit,2,,4.8,
3009,53759724,560875,Current Account,7,6,5.68,2020-11-03
3010,40931982,703555,Recurring Deposit,10,,7.36,
3011,47393393,503545,Current Account,2,6,5.87,
3012,82522192,856042,Recurring Deposit,2,24,2.5,2021-12-09
3013,46106651,929123,Savings Account,2,24,3.62,2022-07-20
3014,78432453,963784,Current Account,9,12,5.47,
3015,68659357,207249,Current Account,8,24,4.74,2022-04-29
3016,46295026,715285,Fixed Deposit,8,24,5.68,2024-01-29
3017,70270117,786390,Savings Account,4,36,5.82,2023-04-16
3018,15244248,921531,Current Account,4,,4.77,
3019,77668509,199753,Current Account,10,36,5.33,
3020,31168865,733124,Fixed Deposit,8,,3.35,
3021,25739492,673151,Recurring Deposit,2,24,4.72,2020-06-30
3022,40064964,399224,Current Account,10,24,4.37,
3023,87052284,816082,Current Account,8,12,3.81,
3024,80837978,520926,Current Account,7,6,7.47,2022-03-03
3025,65058585,883547,Fixed Deposit,3,36,6.81,
3026,52756551,848253,Savings Account,4,36,3.06,2024-10-13
3027,46818748,771150,Recurring Deposit,2,12,5.28,
3028,67940915,861356,Current Account,9,12,6.88,
3029,35164704,672160,Fixed Deposit,8,36,5.83,
3030,29868814,476696,Fixed Deposit,2,12,3.9,2021-09-23
3031,11305716,284594,Fixed Deposit,1,24,4.13,2024-02-21
3032,32571736,466579,Fixed Deposit,5,,4.56,
3033,18847372,393335,Recurring Deposit,10,,5.15,
3034,32347212,954366,Current Account,6,24,4.29,
3035,36749842,621957,Recurring Deposit,4,24,5.1,2023-10-29
3036,75990558,963149,Savings Account,10,36,6.5,
3037,29915816,520365,Fixed Deposit,5,6,7.15,2022-06-13
3038,11952172,342863,Fixed Deposit,8,,7.15,
3039,58221693,264259,Current Account,10,,2.98,2020-03-21
3040,54137966,452405,Savings Account,2,24,5.51,2021-02-03
3041,10199996,658977,Fixed Deposit,1,24,3.99,
3042,37935718,1686,Savings Account,2,6,6.4,2021-01-24
3043,39233159,23600,Savings Account,1,,6.09,
3044,10265528,689707,Current Account,9,24,4.45,2024-07-23
3045,18181846,132905,Recurring Deposit,6,36,3.92,2023-06-12
3046,12767728,607566,Recurring Deposit,8,24,7.37,2022-06-15
3047,12439233,97665,Recurring Deposit,5,,2.86,
3048,83624294,300892,Fixed Deposit,4,,5.14,2022-01-19
3049,79658618,619588,Savings Account,4,12,6.99,2021-09-17
3050,60587113,511318,Recurring Deposit,10,24,5.88,
3051,43375495,23742,Savings Account,3,36,6.66,2020-03-30
3052,49150077,563975,Savings Account,7,6,4.99,
3053,64130831,732663,Recurring Deposit,6,,7.36,
3054,70859288,729871,Recurring Deposit,9,24,3.19,
3055,42114637,518616,Fixed Deposit,10,12,5.68,
3056,89690930,556598,Current Account,5,,6.65,2021-04-15
3057,24929023,875513,Savings Account,6,,4.05,2023-08-12
3058,92166272,587245,Current Account,3,12,6.34,
3059,10648171,982228,Recurring Deposit,7,6,4.12,
3060,10450795,430056,Current Account,5,24,5.39,
3061,79277550,122880,Savings Account,2,24,3.84,2022-12-16
3062,79939821,180870,Fixed Deposit,3,6,4.15,2020-04-01
3063,86737279,740240,Savings Account,7,6,4.03,
3064,86252866,571358,Recurring Deposit,9,24,6.19,
3065,22077084,28753,Recurring Deposit,8,24,5.67,2023-04-09
3066,26283037,836043,Fixed Deposit,10,36,5.83,
3067,43839318,917853,Current Account,9,,6.2,2021-08-04
3068,25986801,126531,Current Account,9,24,7.19,
3069,64518407,435047,Savings Account,9,,2.63,2020-12-28
3070,10355692,350120,Savings Account,2,24,3.03,2024-09-29
3071,13106154,466073,Fixed Deposit,4,24,3.13,2021-08-08
3072,87798642,708628,Current Account,10,6,5.56,
3073,22394373,945081,Recurring Deposit,9,12,5.72,
3074,61604447,397470,Savings Account,6,12,3.34,2023-07-15
3075,86197740,911750,Current Account,9,6,5.9,
3076,94258614,759144,Savings Account,8,24,4.76,
3077,30437080,624972,Current Account,7,24,6.36,
3078,41554178,521466,Fixed Deposit,2,,4.8,
3079,28637972,873378,Recurring Deposit,5,,5.76,
3080,76366924,299366,Savings Account,9,24,7.28,
3081,37050445,838811,Fixed Deposit,1,6,4.76,2023-03-17
3082,71303454,574916,Recurring Deposit,8,,5.53,
3083,88110995,246767,Recurring Deposit,2,12,6.22,
3084,81394776,207406,Recurring Deposit,5,6,2.67,
3085,87466401,543860,Recurring Deposit,6,6,6.87,
3086,71717488,850121,Current Account,3,,4.99,
3087,92916480,569679,Fixed Deposit,6,,6.72,
3088,16003481,928904,Savings Account,10,24,7.11,2023-11-06
3089,62103937,389553,Current Account,1,6,3.76,
3090,11195394,798871,Savings Account,7,12,6.46,
3091,82716080,364445,Fixed Deposit,5,36,5.32,
3092,55209685,717264,Recurring Deposit,3,12,6.69,
3093,50292372,896073,Recurring Deposit,3,,6.63,
3094,82924070,695478,Current Account,5,24,5.26,2023-11-29
3095,21032763,250912,Savings Account,7,36,6.95,2021-01-17
3096,83499395,135488,Current Account,9,,2.74,2023-03-19
3097,67077082,994695,Recurring Deposit,3,6,6.03,2023-07-14
3098,74428388,110552,Savings Account,3,,3.28,2023-07-09
3099,44629948,974877,Fixed Deposit,3,12,3.86,
3100,62144644,91500,Recurring Deposit,6,36,6.51,2023-09-15
3101,42875807,724618,Recurring Deposit,6,12,3.16,
3102,15453328,400607,Current Account,6,24,2.66,
3103,16799765,441453,Recurring Deposit,10,24,4.35,2020-08-30
3104,13094747,362173,Current Account,4,,2.97,
3105,90091105,795937,Savings Account,4,24,6.77,
3106,89119532,736894,Savings Account,9,,4.14,
3107,79128839,607682,Recurring Deposit,6,12,4.61,
3108,47222605,168667,Current Account,7,12,3.45,
3109,39409531,447472,Current Account,1,,2.71,
3110,43425740,385489,Recurring Deposit,9,24,6.59,
3111,68325929,360698,Recurring Deposit,2,6,5.28,
3112,25937106,784775,Recurring Deposit,10,12,7.4,2020-01-05
3113,22989735,494146,Recurring Deposit,4,,7.44,
3114,42791876,618661,Current Account,10,6,2.78,2021-03-09
3115,69816708,964948,Savings Account,10,36,4.93,
3116,21070537,97601,Current Account,6,12,4.02,
3117,22901181,7549,Savings Account,1,24,4.76,2022-08-31
3118,80248400,541516,Fixed Deposit,2,12,4.12,
3119,21430379,721671,Current Account,5,12,7.44,2023-05-09
3120,52726974,509459,Fixed Deposit,2,6,7.48,2022-01-17
3121,22410699,449936,Recurring Deposit,8,6,5.36,
3122,98872644,831990,Recurring Deposit,4,6,3.57,2022-05-13
3123,91084829,539767,Recurring Deposit,6,24,6.12,2021-06-24
3124,84530562,364356,Savings Account,8,24,4.99,2020-04-09
3125,96672678,595250,Recurring Deposit,7,,3.21,2021-02-21
3126,59577347,922967,Fixed Deposit,3,12,5.72,2021-02-01
3127,44780900,742143,Savings Account,7,24,6.55,2021-02-19
3128,54255086,881920,Savings Account,4,24,3.66,2021-11-15
3129,77276435,562571,Recurring Deposit,8,12,6.57,2022-04-14
3130,28994710,141518,Savings Account,2,36,2.99,
3131,86951198,63985,Current Account,4,12,3.98,2024-08-17
3132,51479441,583955,Fixed Deposit,6,6,4.02,2020-05-03
3133,30143561,678050,Fixed Deposit,2,12,3.1,
3134,12438885,949876,Savings Account,2,24,7.05,2020-08-12
3135,35382259,689622,Savings Account,2,12,5.09,2021-10-10
3136,95352002,272542,Fixed Deposit,5,12,3.67,
3137,44866307,869122,Fixed Deposit,10,6,5.25,
3138,99218645,489106,Savings Account,5,12,2.77,
3139,11615752,585300,Current Account,8,6,6.18,2023-09-21
3140,19182316,290289,Fixed Deposit,1,6,5.54,
3141,58723563,238471,Savings Account,3,,6.45,2023-08-08
3142,37307038,188658,Savings Account,5,,4.22,2024-09-16
3143,53478750,47945,Current Account,7,12,7.46,
3144,42101325,89410,Savings Account,9,6,3.18,
3145,47276838,511733,Current Account,5,36,4,2021-11-16
3146,65414868,870713,Savings Account,9,,6.09,2023-07-31
3147,65179030,184395,Fixed Deposit,10,36,5.52,
3148,14022683,119391,Current Account,10,,5.03,
3149,69925222,326695,Current Account,2,24,5.86,2024-02-25
3150,53171352,125838,Savings Account,4,,6.13,2023-01-17
3151,60339944,879485,Recurring Deposit,3,36,4.98,
3152,87142195,887638,Recurring Deposit,5,6,3.59,2020-02-20
3153,91498287,373555,Fixed Deposit,1,6,3.81,
3154,90158913,597756,Recurring Deposit,8,6,6.22,
3155,43605818,260324,Savings Account,7,24,5.58,2020-10-18
3156,48035096,600133,Savings Account,8,,3.45,
3157,88115343,871786,Current Account,8,,4.9,
3158,46686837,809809,Fixed Deposit,3,24,2.99,
3159,64280598,218959,Current Account,3,,2.87,
3160,67974332,86588,Savings Account,2,24,3.21,
3161,69272797,589040,Savings Account,5,24,7.31,2024-01-13
3162,29900441,835416,Fixed Deposit,7,24,6.81,
3163,17203266,185113,Current Account,6,24,6.39,2023-11-06
3164,22816522,648897,Fixed Deposit,5,,7.32,2020-08-12
3165,17859815,156008,Current Account,6,36,4.56,2022-10-14
3166,83891751,962231,Recurring Deposit,9,24,3.86,
3167,28515091,575227,Savings Account,3,24,4.36,
3168,45835671,544945,Recurring Deposit,10,6,6.9,2021-04-10
3169,96431172,644176,Savings Account,5,12,6.65,2022-08-03
3170,12151775,452672,Current Account,9,,5.97,
3171,28693730,346797,Current Account,5,12,3.03,2022-05-07
3172,82353403,196452,Fixed Deposit,10,24,4.77,2023-06-07
3173,22294633,601951,Fixed Deposit,4,6,3.33,
3174,78047801,815567,Fixed Deposit,4,,2.53,
3175,30428950,605704,Recurring Deposit,4,12,5.6,
3176,28491548,171016,Current Account,3,24,5.14,2021-01-08
3177,97592940,907972,Savings Account,8,12,6.48,2022-05-02
3178,39862398,338542,Current Account,1,24,5.72,2022-07-01
3179,78899184,212929,Savings Account,3,,7.14,2020-03-24
3180,69960207,74713,Current Account,6,12,3.16,
3181,90055976,909772,Savings Account,8,24,4.54,
3182,48787039,542566,Recurring Deposit,7,,5.8,
3183,10151477,504915,Fixed Deposit,1,24,3.03,
3184,30037607,349661,Current Account,2,,3.1,2021-05-25
3185,62490143,578383,Recurring Deposit,1,24,6.04,2021-10-18
3186,28889590,364435,Current Account,7,12,2.79,
3187,14520546,808716,Savings Account,3,36,6,2022-02-01
3188,81253299,966707,Savings Account,9,12,3.36,2022-12-24
3189,56526658,311146,Recurring Deposit,2,24,5.05,
3190,77215850,251217,Recurring Deposit,1,12,6.03,2020-07-13
3191,19398971,276448,Current Account,9,,6.57,
3192,76690193,166163,Fixed Deposit,10,36,4.09,2023-11-23
3193,45175775,429975,Savings Account,2,24,2.67,
3194,53588773,864206,Current Account,6,36,2.55,
3195,28245984,214757,Fixed Deposit,8,6,4.87,2022-08-02
3196,72756047,323387,Savings Account,9,36,7.2,
3197,40521314,40335,Fixed Deposit,7,12,2.97,2023-05-13
3198,58118532,548180,Recurring Deposit,2,6,5.75,
3199,95519976,585380,Savings Account,1,36,5.7,
3200,35857500,737231,Savings Account,7,24,6.2,2023-01-25
3201,65242115,295234,Fixed Deposit,7,36,5.1,2023-09-11
3202,51818625,943105,Current Account,9,24,7.47,
3203,31443889,452232,Current Account,8,,3.96,
3204,39832464,791307,Savings Account,10,36,2.91,2022-08-12
3205,56230062,479490,Current Account,7,24,5.16,2021-03-11
3206,70993072,793387,Recurring Deposit,5,36,7.06,2023-03-16
3207,12334965,704905,Current Account,1,,6.91,
3208,11130283,650168,Fixed Deposit,6,36,7.04,
3209,49548494,375786,Recurring Deposit,6,6,5.67,2020-06-12
3210,21702433,388037,Fixed Deposit,4,12,6.18,2020-12-07
3211,31403749,417751,Savings Account,8,36,3.89,2024-09-03
3212,93182100,284392,Fixed Deposit,2,6,5.56,2023-04-07
3213,22710585,580410,Fixed Deposit,10,24,2.61,
3214,85163764,345863,Current Account,3,,5.85,
3215,28721927,153563,Fixed Deposit,2,12,3.37,2022-02-04
3216,84042614,837794,Recurring Deposit,4,6,6.3,
3217,54562374,152005,Recurring Deposit,5,24,3.88,
3218,24385841,261328,Fixed Deposit,5,12,2.62,2024-03-01
3219,83679097,738605,Current Account,5,12,2.91,
3220,25595477,140521,Fixed Deposit,8,12,4.04,2021-02-02
3221,66193324,201559,Savings Account,5,12,5.55,
3222,19320521,924725,Current Account,6,24,6.81,
3223,94334607,766576,Current Account,2,36,5.22,
3224,33714848,777653,Fixed Deposit,5,12,3.1,
3225,94764758,126064,Recurring Deposit,1,12,7.37,
3226,53938049,165609,Fixed Deposit,1,6,4.88,2023-03-25
3227,56432833,979996,Fixed Deposit,4,,4.18,
3228,85760648,272163,Fixed Deposit,5,24,3.58,
3229,12402352,211829,Savings Account,7,24,2.66,
3230,48502327,453299,Fixed Deposit,4,6,7.41,
3231,99329766,562430,Recurring Deposit,4,36,4.31,2021-11-08
3232,63362652,786386,Fixed Deposit,4,36,7.26,
3233,25357495,960119,Current Account,3,6,3.37,2020-07-25
3234,14255661,940981,Savings Account,9,,5.18,2023-01-13
3235,18164767,952488,Fixed Deposit,10,12,7.03,2023-03-30
3236,72364034,407990,Current Account,8,,3.76,
3237,90747404,175030,Savings Account,2,,5.64,2022-11-06
3238,33205311,768296,Current Account,10,12,5.11,2023-01-11
3239,39402174,211502,Recurring Deposit,3,,5.21,
3240,17433165,894533,Current Account,3,36,6.67,
3241,45500881,634626,Recurring Deposit,3,6,3.74,2021-05-05
