AccountID,AccountNumber,OpenDate,AccountType,BranchID,AccountBalance,Status
3182,48787039,2020-04-07,Recurring Deposit,7,863984,Closed
1415,48824005,2020-09-08,Fixed Deposit,10,706471,Active
2195,48840591,2023-03-18,Fixed Deposit,2,820559,Active
2772,48871146,2023-01-18,Fixed Deposit,10,694439,Closed
4317,48901145,2023-04-28,Recurring Deposit,6,458985,Closed
1936,48906764,2023-07-18,Current Account,6,528420,Closed
1433,48909287,2020-04-16,Fixed Deposit,3,616096,Closed
995,48920575,2023-08-24,Fixed Deposit,10,653811,Active
1915,48925256,2021-06-06,Current Account,8,512125,Active
4678,48930648,2022-07-08,Current Account,6,546372,Active
2536,48946940,2020-06-10,Current Account,7,205760,Active
2318,48991508,2023-05-22,Recurring Deposit,6,587430,Active
3678,49030736,2021-07-24,Current Account,6,13486,Active
3975,49084913,2020-09-04,Current Account,8,685683,Closed
1382,49104072,2020-12-12,Recurring Deposit,8,234270,Closed
2991,49134657,2023-07-18,Savings Account,6,928287,Active
3052,49150077,2023-09-03,Savings Account,7,306870,Closed
2517,49177990,2020-10-11,Current Account,9,802975,Closed
4807,49183084,2022-06-09,Savings Account,3,515765,Active
698,49196532,2020-10-01,Fixed Deposit,4,822354,Closed
1012,49213035,2021-12-24,Current Account,10,861197,Active
4519,49234189,2021-05-02,Current Account,9,781570,Closed
2263,49263700,2024-09-18,Recurring Deposit,10,530658,Closed
1300,49282050,2022-10-22,Fixed Deposit,2,789826,Closed
3741,49288049,2022-11-10,Current Account,6,519413,Active
1161,49292923,2022-09-04,Fixed Deposit,7,545037,Closed
1995,49296782,2022-05-21,Recurring Deposit,4,906461,Closed
3654,49303639,2023-06-20,Savings Account,2,940041,Closed
1910,49321404,2024-08-18,Fixed Deposit,9,971057,Closed
2886,49344015,2021-10-03,Recurring Deposit,10,86679,Closed
3590,49347299,2022-07-27,Recurring Deposit,7,584714,Closed
4570,49382420,2024-02-18,Recurring Deposit,4,353025,Active
3343,49386435,2020-09-06,Savings Account,7,269245,Closed
4624,49406327,2022-03-30,Current Account,9,79724,Active
2004,49485474,2022-04-19,Current Account,7,781595,Active
1434,49517409,2021-10-23,Recurring Deposit,9,718781,Active
3921,49530879,2020-03-27,Savings Account,7,737185,Active
4135,49532925,2023-09-06,Recurring Deposit,3,966960,Active
152,49533233,2020-02-09,Savings Account,4,971503,Closed
3209,49548494,2023-01-01,Recurring Deposit,6,717005,Closed
2322,49568600,2022-01-22,Savings Account,1,882243,Active
2074,49580165,2024-09-06,Fixed Deposit,6,424337,Active
2560,49592252,2022-09-23,Recurring Deposit,9,810276,Active
4992,49625783,2023-06-29,Recurring Deposit,8,524028,Closed
317,49663715,2020-12-07,Savings Account,1,757852,Active
2030,49678304,2024-10-12,Fixed Deposit,8,185531,Active
3740,49679565,2024-09-22,Recurring Deposit,5,566947,Active
2184,49701147,2022-09-30,Fixed Deposit,8,8660,Closed
4921,49726089,2023-05-12,Recurring Deposit,2,915993,Active
1289,49729133,2022-01-17,Fixed Deposit,5,837870,Active
1568,49738181,2022-01-04,Fixed Deposit,9,519985,Active
1622,49754525,2022-07-15,Savings Account,7,652130,Closed
3782,49796475,2021-01-15,Savings Account,8,920453,Active
1150,49812119,2023-11-23,Fixed Deposit,10,29506,Closed
1528,49816893,2024-01-12,Fixed Deposit,1,988623,Closed
4653,49853891,2024-10-13,Current Account,9,473749,Active
2327,49935250,2024-06-20,Current Account,3,694062,Active
2181,49938244,2020-06-09,Savings Account,10,591235,Closed
928,49962506,2023-09-13,Current Account,6,109571,Active
3485,49971921,2021-12-18,Current Account,6,101266,Closed
1851,49978296,2024-01-01,Fixed Deposit,1,915399,Closed
4434,49980592,2022-01-21,Recurring Deposit,2,302393,Closed
1581,49990742,2021-02-21,Savings Account,5,160681,Active
3629,50022624,2021-04-10,Recurring Deposit,3,12172,Active
4996,50031322,2023-05-20,Recurring Deposit,3,811591,Closed
4897,50043028,2024-09-27,Recurring Deposit,4,417745,Active
1135,50043139,2023-01-11,Current Account,9,753412,Closed
4032,50059312,2023-07-13,Recurring Deposit,10,444249,Active
1009,50068971,2022-12-22,Recurring Deposit,10,431748,Active
236,50069088,2021-03-20,Current Account,7,923056,Closed
2769,50070341,2021-02-02,Recurring Deposit,2,332364,Active
1813,50118830,2022-11-28,Fixed Deposit,9,936025,Active
4922,50150882,2023-05-20,Savings Account,10,368755,Active
2362,50163276,2021-10-30,Savings Account,9,75091,Closed
2375,50164480,2023-06-22,Recurring Deposit,2,339799,Active
4085,50170436,2022-09-30,Fixed Deposit,4,8270,Active
2481,50176313,2022-09-15,Current Account,1,22256,Closed
4258,50199913,2022-02-03,Fixed Deposit,4,143877,Closed
2580,50213388,2023-11-19,Recurring Deposit,1,452295,Closed
4494,50221064,2022-06-23,Savings Account,2,63443,Active
990,50226350,2023-10-03,Current Account,6,844076,Active
4541,50235754,2021-07-27,Recurring Deposit,10,670009,Closed
3289,50244616,2022-03-30,Fixed Deposit,9,973582,Closed
4370,50248639,2021-11-20,Current Account,4,348593,Closed
2930,50279806,2021-11-11,Savings Account,2,846089,Closed
3093,50292372,2021-06-21,Recurring Deposit,3,857959,Active
3804,50299863,2022-02-20,Savings Account,7,864445,Active
2190,50302933,2020-03-08,Savings Account,6,291599,Active
288,50332842,2022-09-02,Fixed Deposit,5,940056,Closed
2997,50369409,2024-05-09,Recurring Deposit,2,129954,Active
2047,50383896,2023-03-05,Current Account,6,898812,Closed
467,50399190,2022-01-21,Current Account,4,306956,Closed
573,50416168,2024-10-04,Current Account,2,490794,Closed
1169,50434140,2023-08-03,Recurring Deposit,7,906353,Closed
3363,50444791,2024-08-10,Savings Account,7,714074,Closed
4064,50446864,2022-03-14,Recurring Deposit,6,803231,Active
1075,50447664,2024-03-11,Recurring Deposit,9,255331,Active
3660,50456950,2024-08-29,Recurring Deposit,5,10435,Active
2885,50471259,2024-10-23,Fixed Deposit,6,148673,Active
3784,50495382,2020-08-21,Fixed Deposit,9,739086,Closed
1092,50503050,2024-05-16,Fixed Deposit,2,142805,Active
1435,50539380,2022-08-20,Fixed Deposit,6,273481,Active
438,50545437,2020-10-17,Savings Account,4,29394,Active
1203,50546917,2022-12-31,Current Account,4,132111,Active
1893,50569855,2021-02-15,Fixed Deposit,9,155904,Closed
303,50574135,2021-01-08,Recurring Deposit,2,37684,Active
4818,50599103,2024-05-31,Fixed Deposit,3,835324,Closed
4289,50602354,2020-08-28,Recurring Deposit,6,227948,Active
4750,50625466,2021-12-02,Recurring Deposit,4,46711,Active
2031,50670131,2021-07-02,Recurring Deposit,9,577682,Active
284,50694371,2022-02-12,Current Account,10,676846,Active
3359,50709319,2020-12-11,Recurring Deposit,7,405197,Closed
2082,50745011,2024-05-23,Fixed Deposit,9,572806,Active
4048,50764930,2020-09-19,Savings Account,2,879954,Active
1096,50854087,2021-09-08,Fixed Deposit,2,276852,Closed
1865,50871016,2021-06-30,Savings Account,8,88682,Active
4737,50893447,2022-01-20,Current Account,1,54489,Closed
1748,50896516,2020-11-17,Recurring Deposit,6,405746,Active
4618,50899457,2022-02-11,Recurring Deposit,9,548726,Active
1438,50900605,2021-06-12,Recurring Deposit,8,866084,Closed
743,50921707,2024-04-03,Recurring Deposit,1,843161,Closed
2664,50945382,2021-03-25,Recurring Deposit,9,885985,Closed
2907,50948608,2022-08-06,Recurring Deposit,9,768757,Active
1960,50952683,2020-08-24,Current Account,7,266892,Active
4347,50955675,2020-02-07,Current Account,1,9307,Closed
2143,50973161,2024-02-14,Fixed Deposit,4,976917,Active
1017,50983721,2021-01-18,Fixed Deposit,2,15931,Closed
3281,50998348,2023-08-26,Fixed Deposit,1,155538,Closed
2786,51000665,2022-03-05,Current Account,3,843748,Active
1594,51016226,2021-08-30,Current Account,8,853826,Closed
1635,51022074,2023-07-15,Savings Account,5,721395,Active
2245,51034327,2023-10-19,Savings Account,9,901473,Closed
295,51093383,2024-05-07,Current Account,3,180957,Active
921,51093489,2023-11-29,Current Account,5,105105,Active
425,51117533,2023-09-13,Fixed Deposit,7,68423,Active
2879,51123406,2023-09-30,Fixed Deposit,9,635487,Active
3414,51167664,2022-07-12,Savings Account,4,329602,Closed
3776,51190832,2020-03-26,Savings Account,5,322023,Closed
1878,51203973,2021-11-01,Current Account,2,343105,Active
3372,51236861,2022-06-23,Fixed Deposit,6,444639,Active
2172,51239244,2024-05-16,Recurring Deposit,7,201395,Closed
2079,51245534,2022-06-03,Fixed Deposit,8,157595,Active
2459,51255009,2023-06-16,Current Account,7,942251,Active
1014,51257395,2021-03-14,Fixed Deposit,7,240276,Active
828,51269401,2020-01-12,Current Account,1,437920,Active
3370,51285310,2024-02-05,Savings Account,3,426399,Closed
4549,51292413,2020-11-13,Recurring Deposit,5,120584,Closed
4801,51333822,2020-04-23,Savings Account,3,545219,Closed
1835,51345488,2022-03-22,Fixed Deposit,3,430325,Closed
4670,51347842,2023-01-27,Current Account,1,412896,Closed
2166,51408024,2022-10-02,Current Account,2,126703,Active
885,51441964,2021-03-09,Current Account,2,898425,Closed
877,51442057,2022-01-29,Recurring Deposit,10,726949,Active
469,51466066,2022-12-18,Current Account,8,103267,Closed
4177,51471936,2021-04-18,Current Account,10,113657,Closed
3132,51479441,2023-06-04,Fixed Deposit,6,402312,Active
3302,51490410,2022-09-16,Recurring Deposit,2,324109,Closed
922,51498353,2023-06-01,Recurring Deposit,7,19588,Active
563,51498614,2021-05-21,Fixed Deposit,6,127042,Active
1593,51514064,2020-11-01,Recurring Deposit,10,945314,Closed
933,51541660,2021-08-27,Recurring Deposit,9,617500,Active
2746,51549296,2024-04-30,Recurring Deposit,7,741478,Closed
3686,51588462,2021-01-17,Savings Account,1,880728,Closed
1159,51611169,2024-03-02,Savings Account,1,984856,Closed
2276,51660060,2023-01-05,Current Account,9,110421,Active
1616,51713824,2022-07-11,Recurring Deposit,6,59324,Active
3453,51735721,2020-02-03,Current Account,3,518830,Active
137,51740604,2021-12-29,Current Account,6,852500,Active
3442,51741993,2024-09-11,Savings Account,9,600626,Closed
345,51759819,2024-03-13,Fixed Deposit,2,539981,Closed
3202,51818625,2023-02-08,Current Account,9,323048,Closed
44,51833635,2023-04-16,Fixed Deposit,10,87638,Closed
2976,51870770,2022-09-24,Current Account,5,513759,Active
3278,51883522,2024-04-22,Fixed Deposit,3,11167,Active
2097,51948384,2022-03-21,Recurring Deposit,7,537151,Active
2147,51960195,2021-02-25,Fixed Deposit,9,420855,Active
108,52003082,2020-07-10,Fixed Deposit,1,806833,Closed
4597,52003746,2021-08-17,Savings Account,9,899996,Active
2825,52008603,2023-05-25,Savings Account,4,3588,Closed
4162,52017788,2022-02-04,Fixed Deposit,8,509244,Closed
2435,52021016,2023-11-10,Current Account,9,625518,Closed
3367,52037932,2021-08-30,Recurring Deposit,4,471766,Active
1459,52039919,2023-08-10,Fixed Deposit,6,942609,Closed
2241,52072014,2020-05-28,Recurring Deposit,10,701063,Active
1608,52101199,2023-04-29,Fixed Deposit,5,184153,Closed
1183,52116525,2024-10-13,Recurring Deposit,9,6608,Active
769,52121679,2023-08-08,Current Account,8,594318,Active
993,52146187,2022-08-16,Current Account,7,280433,Closed
3868,52180686,2022-02-24,Savings Account,9,58972,Active
948,52242979,2024-10-23,Current Account,2,186999,Closed
4745,52266854,2022-07-06,Current Account,6,590856,Closed
2462,52298598,2024-03-23,Fixed Deposit,4,705712,Active
1264,52303911,2022-09-13,Fixed Deposit,7,619005,Closed
740,52312851,2022-09-16,Current Account,1,418334,Closed
4236,52332948,2020-03-07,Recurring Deposit,4,215569,Closed
2060,52335811,2023-06-11,Savings Account,9,501378,Closed
2423,52362188,2023-04-22,Fixed Deposit,7,32634,Active
1514,52386580,2022-08-09,Savings Account,10,287746,Closed
2920,52386800,2020-04-14,Current Account,8,322411,Closed
2239,52408734,2020-10-02,Current Account,10,500268,Active
1916,52417781,2022-07-10,Recurring Deposit,9,136079,Active
2865,52441437,2023-08-11,Savings Account,4,280171,Closed
3666,52465525,2023-09-26,Current Account,2,890435,Active
1473,52484260,2020-11-07,Savings Account,5,548043,Active
1340,52501103,2023-02-26,Recurring Deposit,9,716145,Active
468,52511436,2020-07-17,Savings Account,2,131097,Active
2615,52545479,2023-06-10,Recurring Deposit,10,738316,Active
1513,52647161,2024-05-04,Savings Account,2,698051,Closed
4249,52653730,2021-01-11,Current Account,10,604035,Closed
3316,52661147,2024-06-05,Recurring Deposit,7,332298,Closed
3775,52687971,2023-05-18,Recurring Deposit,7,907181,Closed
498,52726287,2022-05-25,Current Account,5,973553,Closed
1397,52726795,2022-09-28,Fixed Deposit,8,120851,Active
3120,52726974,2023-03-04,Fixed Deposit,2,542052,Closed
2442,52737194,2022-07-28,Savings Account,3,41135,Active
774,52737668,2022-08-22,Fixed Deposit,4,436799,Closed
4212,52748604,2022-04-29,Savings Account,10,163658,Closed
1205,52753307,2022-05-03,Fixed Deposit,1,939440,Active
3026,52756551,2023-08-27,Savings Account,4,653884,Closed
4350,52799635,2024-02-26,Current Account,2,171456,Active
1481,52802943,2022-08-22,Savings Account,2,404948,Active
2949,52905265,2020-05-07,Recurring Deposit,7,723034,Closed
565,52921300,2021-05-09,Current Account,4,193403,Closed
2640,52936392,2021-03-08,Recurring Deposit,3,694843,Closed
3704,52957363,2021-11-01,Recurring Deposit,4,748504,Closed
4451,52999440,2020-02-09,Recurring Deposit,7,188439,Active
1422,53017146,2020-06-07,Savings Account,6,682053,Active
327,53025024,2022-09-19,Recurring Deposit,7,843466,Active
4331,53035439,2023-01-02,Current Account,9,316532,Closed
3709,53077396,2020-03-11,Savings Account,10,952263,Closed
2135,53081879,2020-02-27,Fixed Deposit,1,437427,Active
802,53089333,2021-03-21,Current Account,10,402659,Active
972,53096805,2020-08-13,Savings Account,4,89238,Active
1315,53099315,2020-04-29,Savings Account,7,309614,Closed
2136,53114614,2022-05-14,Fixed Deposit,7,826285,Closed
4605,53122422,2023-02-14,Current Account,6,980791,Closed
4283,53128998,2023-04-12,Recurring Deposit,5,849607,Active
3150,53171352,2022-02-20,Savings Account,4,754155,Active
3871,53173686,2020-06-06,Current Account,4,161655,Closed
2512,53185509,2021-09-30,Savings Account,10,932126,Active
1692,53186631,2024-05-30,Savings Account,9,338264,Closed
3625,53198521,2022-12-26,Savings Account,9,267360,Active
1507,53295997,2020-09-24,Savings Account,1,682607,Active
4747,53305731,2020-10-20,Fixed Deposit,1,589852,Active
4792,53333288,2023-10-11,Fixed Deposit,2,393614,Closed
433,53365278,2020-12-19,Current Account,6,618104,Active
36,53389587,2023-01-19,Savings Account,7,789703,Active
2574,53396592,2023-06-19,Current Account,3,62634,Closed
2053,53433833,2023-08-03,Recurring Deposit,10,395955,Closed
1832,53442625,2024-08-10,Savings Account,7,163144,Closed
532,53474974,2024-06-07,Fixed Deposit,6,364988,Closed
3143,53478750,2022-07-27,Current Account,7,816400,Active
747,53481023,2020-10-04,Savings Account,2,2718,Closed
683,53528399,2022-04-06,Current Account,6,308685,Closed
3786,53529174,2020-04-16,Fixed Deposit,8,72694,Closed
2138,53583719,2020-02-21,Savings Account,4,670114,Active
3194,53588773,2021-07-07,Current Account,6,433720,Active
4011,53627471,2020-05-25,Fixed Deposit,10,9614,Active
4003,53633699,2020-12-08,Fixed Deposit,3,83122,Closed
3275,53634492,2022-04-01,Savings Account,5,175818,Active
1772,53669997,2022-12-17,Savings Account,10,189699,Active
551,53685675,2022-12-16,Savings Account,2,137608,Active
4469,53696517,2024-09-06,Savings Account,5,816074,Closed
2085,53712070,2023-10-30,Savings Account,1,83958,Closed
3691,53735066,2021-08-05,Savings Account,8,976144,Closed
3009,53759724,2020-11-06,Current Account,7,283728,Closed
4977,53763511,2023-12-19,Fixed Deposit,6,179099,Active
1842,53775151,2022-09-16,Savings Account,3,443486,Active
4924,53788396,2023-01-30,Savings Account,8,476722,Active
2091,53789552,2020-11-26,Fixed Deposit,8,418220,Active
1695,53840537,2020-09-28,Current Account,10,116215,Closed
1925,53844504,2020-01-23,Fixed Deposit,9,481988,Active
2247,53850908,2022-05-19,Recurring Deposit,6,297081,Closed
1587,53851162,2020-03-19,Fixed Deposit,3,453150,Active
1074,53865505,2024-08-13,Current Account,9,876964,Closed
4817,53867043,2021-12-25,Savings Account,7,9693,Closed
1138,53923567,2022-09-18,Savings Account,6,104833,Closed
1610,53928419,2021-06-30,Current Account,3,967949,Active
3226,53938049,2021-10-28,Fixed Deposit,1,720207,Closed
3862,53939110,2020-02-25,Fixed Deposit,10,797320,Closed
2250,53947932,2023-12-04,Recurring Deposit,4,562600,Closed
2152,53982040,2020-08-12,Savings Account,3,365398,Active
2478,53988555,2021-08-30,Fixed Deposit,10,594186,Closed
4527,53995738,2020-01-13,Recurring Deposit,7,492643,Active
2471,54035507,2024-04-19,Savings Account,3,122225,Active
2372,54045721,2023-08-13,Savings Account,6,424638,Active
1046,54048648,2024-03-28,Recurring Deposit,2,894411,Active
4120,54098683,2024-04-12,Recurring Deposit,4,145671,Closed
4885,54099593,2024-01-24,Current Account,2,997515,Active
2339,54103061,2020-02-11,Recurring Deposit,9,32262,Closed
2644,54110827,2021-02-16,Current Account,9,966867,Active
3514,54111562,2021-08-11,Savings Account,1,479574,Closed
2377,54121590,2024-02-21,Fixed Deposit,3,345999,Active
884,54132892,2022-06-20,Fixed Deposit,7,950333,Active
3040,54137966,2023-03-24,Savings Account,2,246733,Closed
4725,54170628,2021-11-27,Savings Account,7,82002,Active
4728,54223450,2023-11-01,Fixed Deposit,10,270798,Closed
3716,54226861,2020-01-08,Current Account,1,669340,Active
3128,54255086,2023-01-30,Savings Account,4,888414,Active
1958,54275746,2021-07-10,Recurring Deposit,7,559319,Closed
790,54284913,2020-06-03,Fixed Deposit,1,535364,Closed
3684,54291158,2022-01-10,Recurring Deposit,4,472577,Closed
1235,54317225,2020-09-08,Fixed Deposit,8,829211,Active
1010,54346554,2023-12-09,Recurring Deposit,7,756618,Active
1445,54371525,2022-01-08,Recurring Deposit,5,938191,Closed
942,54375853,2024-07-28,Savings Account,9,398077,Closed
1119,54394844,2024-01-03,Recurring Deposit,3,92932,Active
389,54402602,2023-08-17,Savings Account,8,918858,Closed
4042,54443205,2021-04-22,Savings Account,9,758086,Closed
4112,54477708,2022-07-22,Fixed Deposit,7,120577,Closed
136,54519864,2021-02-28,Fixed Deposit,10,214872,Active
2068,54531458,2021-09-17,Fixed Deposit,3,252925,Closed
4246,54542152,2022-09-02,Fixed Deposit,5,519955,Active
3217,54562374,2023-06-20,Recurring Deposit,5,998751,Closed
423,54565710,2022-02-25,Current Account,1,461091,Closed
103,54602664,2023-03-06,Savings Account,8,136683,Active
3794,54604683,2024-08-04,Savings Account,2,382757,Closed
3295,54680584,2020-12-02,Recurring Deposit,7,22137,Active
2103,54696776,2024-06-14,Recurring Deposit,5,692644,Closed
1112,54737245,2022-01-16,Fixed Deposit,7,201301,Active
4159,54740105,2024-05-06,Savings Account,9,33196,Closed
2199,54744169,2020-01-05,Savings Account,9,259604,Active
2832,54766759,2022-05-22,Current Account,3,749597,Closed
4322,54767455,2024-06-12,Current Account,3,644054,Active
2510,54810387,2021-10-30,Recurring Deposit,8,787840,Active
4985,54829778,2021-01-27,Savings Account,8,550024,Closed
31,54839860,2021-10-23,Current Account,8,187328,Closed
2523,54870630,2020-07-21,Savings Account,8,509647,Closed
29,54897404,2020-07-09,Recurring Deposit,3,561836,Closed
4671,54898716,2023-07-10,Fixed Deposit,8,218715,Closed
3847,54910445,2022-04-23,Recurring Deposit,7,985186,Closed
2577,54931009,2022-07-30,Recurring Deposit,1,994914,Active
891,54945647,2023-08-04,Current Account,10,799133,Active
2807,54992623,2021-04-24,Fixed Deposit,8,567294,Active
1535,54993070,2024-10-07,Recurring Deposit,6,590425,Active
4559,54995300,2020-05-14,Savings Account,9,778811,Closed
1000,55016517,2020-01-14,Fixed Deposit,8,618725,Closed
205,55025369,2023-01-10,Recurring Deposit,8,965058,Active
395,55030524,2021-04-15,Recurring Deposit,6,4653,Active
2160,55095578,2020-04-13,Fixed Deposit,3,417047,Closed
1735,55127018,2023-06-16,Savings Account,5,557770,Active
3380,55134525,2020-12-02,Savings Account,9,518134,Active
2408,55172233,2022-05-14,Recurring Deposit,6,928426,Closed
1685,55185815,2021-06-13,Current Account,5,481996,Active
1083,55188172,2022-10-23,Recurring Deposit,3,578035,Active
1222,55201053,2024-03-20,Savings Account,3,278901,Closed
3092,55209685,2021-02-18,Recurring Deposit,3,458743,Active
3708,55226010,2023-03-23,Recurring Deposit,2,598228,Active
4595,55260386,2024-08-17,Recurring Deposit,4,701155,Active
3416,55280118,2023-05-29,Recurring Deposit,1,615169,Active
1121,55282621,2024-04-26,Fixed Deposit,3,306891,Closed
4684,55293238,2020-03-08,Recurring Deposit,5,922469,Closed
716,55303025,2022-10-18,Recurring Deposit,4,136619,Active
4118,55317894,2021-03-28,Current Account,6,555393,Closed
3524,55324942,2023-11-10,Fixed Deposit,6,984894,Active
3820,55400127,2021-07-21,Fixed Deposit,7,126581,Active
1219,55411287,2020-06-07,Fixed Deposit,1,572579,Closed
355,55477727,2020-12-27,Recurring Deposit,2,144906,Closed
3567,55479408,2023-04-19,Fixed Deposit,10,345570,Active
4934,55483577,2020-05-28,Current Account,1,290634,Active
4592,55486864,2021-04-08,Savings Account,6,233067,Closed
2821,55494998,2023-06-26,Current Account,5,150767,Active
3880,55499934,2021-08-09,Fixed Deposit,10,717200,Active
862,55515767,2020-07-26,Current Account,9,572692,Active
1335,55564019,2022-02-04,Fixed Deposit,3,36418,Closed
1544,55586036,2020-01-20,Savings Account,1,324540,Closed
119,55589651,2022-11-23,Fixed Deposit,7,12512,Active
4835,55631152,2022-08-24,Recurring Deposit,2,307734,Closed
4528,55658304,2021-05-30,Current Account,5,120721,Active
2302,55672189,2021-09-12,Recurring Deposit,3,194506,Active
4313,55673394,2024-07-29,Recurring Deposit,10,629228,Closed
2309,55685117,2021-10-08,Savings Account,7,628532,Closed
3522,55731485,2021-11-16,Fixed Deposit,3,506306,Active
3726,55817390,2021-03-12,Current Account,8,671638,Active
522,55826915,2023-04-24,Recurring Deposit,7,108285,Closed
2289,55829321,2022-05-24,Recurring Deposit,8,901912,Closed
428,55860921,2024-10-12,Recurring Deposit,4,154480,Closed
2396,55864749,2022-05-08,Recurring Deposit,10,653281,Active
4193,55888749,2020-08-13,Savings Account,1,316923,Active
789,55932113,2023-04-30,Recurring Deposit,8,98376,Closed
2896,55945576,2022-10-13,Recurring Deposit,6,472857,Closed
3972,55960627,2023-04-12,Current Account,4,822671,Closed
4406,55995226,2023-01-05,Fixed Deposit,10,195652,Active
2041,56029177,2022-11-22,Recurring Deposit,1,197216,Active
2558,56052172,2020-06-16,Current Account,9,563826,Active
1344,56069176,2021-07-28,Fixed Deposit,8,613093,Closed
2487,56070372,2024-07-29,Current Account,4,131432,Active
416,56071248,2023-06-13,Savings Account,1,906243,Active
1902,56085359,2022-02-02,Savings Account,2,597009,Closed
1841,56094205,2022-02-20,Recurring Deposit,9,992934,Active
324,56106831,2024-03-09,Fixed Deposit,3,963291,Closed
4870,56135978,2020-08-31,Fixed Deposit,10,612573,Active
301,56142700,2022-06-13,Current Account,10,344431,Active
604,56166791,2021-05-26,Fixed Deposit,6,594315,Closed
4113,56177939,2023-11-09,Recurring Deposit,6,130745,Closed
2054,56196801,2022-05-30,Current Account,4,359477,Active
70,56204754,2023-01-20,Fixed Deposit,7,663518,Active
3881,56206051,2021-09-18,Current Account,4,165010,Closed
213,56229195,2023-02-16,Savings Account,10,448271,Closed
3205,56230062,2023-08-11,Current Account,7,949795,Active
1983,56293495,2024-07-27,Recurring Deposit,8,654330,Active
2935,56297922,2023-05-25,Fixed Deposit,8,645296,Active
4557,56352153,2023-06-04,Savings Account,1,365652,Active
590,56420975,2021-09-27,Recurring Deposit,8,275953,Closed
3227,56432833,2022-04-19,Fixed Deposit,4,212088,Closed
701,56453576,2022-01-27,Savings Account,8,796741,Active
2145,56476289,2022-08-23,Current Account,6,419944,Closed
2133,56507120,2024-05-25,Fixed Deposit,3,940567,Active
3189,56526658,2022-04-17,Recurring Deposit,2,219949,Closed
1372,56527328,2020-12-22,Savings Account,2,867419,Closed
2532,56535615,2020-11-15,Savings Account,2,667627,Closed
4145,56549341,2022-05-11,Recurring Deposit,9,384156,Closed
3852,56553839,2024-03-28,Fixed Deposit,7,418375,Closed
3434,56616057,2021-12-13,Current Account,5,413326,Closed
1263,56623676,2020-09-26,Savings Account,10,844216,Active
938,56648543,2022-10-06,Recurring Deposit,6,837998,Closed
1971,56658509,2021-06-26,Current Account,2,94625,Active
2104,56667256,2022-03-20,Savings Account,2,760130,Closed
1077,56673900,2023-01-29,Recurring Deposit,2,933214,Closed
1681,56685693,2020-10-19,Fixed Deposit,1,839527,Active
4029,56716047,2024-02-09,Fixed Deposit,1,467458,Closed
4098,56774328,2022-07-24,Recurring Deposit,9,928159,Closed
2342,56778834,2023-12-20,Current Account,3,626768,Active
2497,56798897,2022-08-01,Current Account,6,601638,Active
2706,56799147,2020-04-19,Current Account,4,400564,Active
1003,56799163,2022-04-18,Fixed Deposit,3,776855,Active
4499,56837430,2021-12-03,Current Account,5,791853,Closed
903,56856138,2024-04-30,Savings Account,2,936389,Closed
2695,56856297,2020-05-09,Fixed Deposit,5,934791,Closed
1491,56880867,2022-01-03,Recurring Deposit,5,134022,Active
1765,56885958,2020-12-19,Fixed Deposit,8,617341,Active
1456,56890422,2024-07-24,Recurring Deposit,7,541540,Active
2463,56917382,2024-01-28,Fixed Deposit,10,728171,Closed
3307,56938936,2023-03-02,Savings Account,6,809618,Closed
981,56944606,2021-08-08,Fixed Deposit,3,643642,Active
4007,56948562,2021-11-23,Fixed Deposit,2,509734,Closed
1814,56968623,2020-11-24,Recurring Deposit,2,927716,Active
637,56977287,2021-02-02,Current Account,8,412340,Active
4360,57024934,2021-10-16,Current Account,8,476311,Active
2641,57057406,2022-12-28,Current Account,10,478780,Closed
2939,57077616,2022-12-10,Savings Account,2,594742,Closed
3263,57089952,2023-02-07,Savings Account,7,826353,Closed
591,57119069,2021-05-04,Current Account,8,278423,Active
3329,57121480,2020-06-29,Savings Account,10,567811,Active
4640,57164472,2022-06-18,Recurring Deposit,10,101602,Closed
3581,57230948,2022-03-31,Fixed Deposit,6,350300,Active
1882,57237034,2023-11-07,Current Account,2,375068,Closed
901,57240995,2024-01-28,Current Account,4,603112,Closed
608,57278045,2023-02-25,Current Account,1,441167,Active
1805,57290715,2021-01-19,Savings Account,2,46215,Closed
3606,57299880,2021-05-18,Fixed Deposit,10,219898,Active
871,57300592,2020-08-16,Fixed Deposit,4,220437,Closed
1388,57314672,2024-02-28,Fixed Deposit,5,144067,Closed
85,57321364,2021-12-17,Fixed Deposit,9,198484,Closed
2228,57328710,2022-01-29,Current Account,3,929721,Closed
4365,57334398,2023-12-19,Fixed Deposit,6,950422,Closed
947,57379304,2022-09-14,Savings Account,6,583884,Active
2919,57395265,2024-04-21,Savings Account,4,581983,Closed
2504,57409708,2024-05-30,Current Account,7,151258,Active
56,57475913,2020-11-04,Savings Account,7,566705,Active
710,57478039,2020-06-04,Recurring Deposit,7,773214,Closed
4244,57490644,2022-11-01,Recurring Deposit,6,288119,Closed
1828,57499904,2021-08-06,Current Account,6,163149,Active
4465,57511543,2020-04-07,Current Account,2,687371,Closed
629,57518285,2023-12-28,Savings Account,1,334330,Closed
664,57542705,2023-08-20,Recurring Deposit,7,179815,Closed
4307,57552019,2024-02-17,Recurring Deposit,3,615388,Closed
4247,57597060,2023-01-17,Fixed Deposit,5,699910,Closed
3502,57617569,2021-11-07,Current Account,7,394303,Active
1394,57641877,2022-02-03,Savings Account,1,256318,Active
1703,57684613,2023-10-24,Current Account,6,802343,Closed
